ta_number,title,drug_name,published_date,recommendation,guidance_url,pdf_url
836,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",palbociclib with fulvestrant,26 October 2022,,https://www.nice.org.uk/guidance/ta836,https://www.nice.org.uk/guidance/ta836/resources/palbociclib-with-fulvestrant-for-treating-hormone-receptorpositive-her2negative-advanced-breast-cancer-after-endocrine-therapy-pdf-82613434646725
837,Pembrolizumab for adjuvant treatment of resected stage 2B or 2C melanoma,pembrolizumab,26 October 2022,Recommended,https://www.nice.org.uk/guidance/ta837,https://www.nice.org.uk/guidance/ta837/resources/pembrolizumab-for-adjuvant-treatment-of-resected-stage-2b-or-2c-melanoma-pdf-82613436326341
838,Slow-release potassium bicarbonate–potassium citrate for treating distal renal tubular acidosis (terminated appraisal),slow-release potassium bicarbonate–potassium citrate,02 November 2022,,https://www.nice.org.uk/guidance/ta838,https://www.nice.org.uk/guidance/ta838/resources/slowrelease-potassium-bicarbonatepotassium-citrate-for-treating-distal-renal-tubular-acidosis-terminated-appraisal-pdf-82613438005957
839,Ruxolitinib for treating acute graft versus host disease refractory to corticosteroids (terminated appraisal),ruxolitinib,16 November 2022,,https://www.nice.org.uk/guidance/ta839,https://www.nice.org.uk/guidance/ta839/resources/ta839.pdf
840,"Ruxolitinib for treating chronic graft versus host disease refractory to corticosteroids 
 (terminated appraisal)",ruxolitinib,16 November 2022,,https://www.nice.org.uk/guidance/ta840,https://www.nice.org.uk/guidance/ta840/resources/ruxolitinib-for-treating-chronic-graft-versus-host-disease-refractory-to-corticosteroids-terminated-appraisal-pdf-82613485035205
841,Carfilzomib with daratumumab and dexamethasone for treating relapsed or refractory multiple myeloma (terminated appraisal),carfilzomib with daratumumab,22 November 2022,,https://www.nice.org.uk/guidance/ta841,https://www.nice.org.uk/guidance/ta841/resources/carfilzomib-with-daratumumab-and-dexamethasone-for-treating-relapsed-or-refractory-multiple-myeloma-terminated-appraisal-pdf-82613486714821
842,Tisagenlecleucel for treating follicular lymphoma after 2 or more therapies (terminated appraisal),tisagenlecleucel,22 November 2022,,https://www.nice.org.uk/guidance/ta842,https://www.nice.org.uk/guidance/ta842/resources/tisagenlecleucel-for-treating-follicular-lymphoma-after-2-or-more-therapies-terminated-appraisal-pdf-82613488394437
843,Luspatercept for treating anaemia caused by beta-thalassaemia (terminated appraisal),luspatercept,24 November 2022,,https://www.nice.org.uk/guidance/ta843,https://www.nice.org.uk/guidance/ta843/resources/luspatercept-for-treating-anaemia-caused-by-betathalassaemia-terminated-appraisal-pdf-82613490074053
844,Luspatercept for treating anaemia caused by myelodysplastic syndromes (terminated appraisal),luspatercept,24 November 2022,,https://www.nice.org.uk/guidance/ta844,https://www.nice.org.uk/guidance/ta844/resources/luspatercept-for-treating-anaemia-caused-by-myelodysplastic-syndromes-terminated-appraisal-pdf-82613491753669
845,Mepolizumab for treating eosinophilic granulomatosis with polyangiitis (terminated appraisal),mepolizumab,29 November 2022,,https://www.nice.org.uk/guidance/ta845,https://www.nice.org.uk/guidance/ta845/resources/mepolizumab-for-treating-eosinophilic-granulomatosis-with-polyangiitis-terminated-appraisal-pdf-82613493433285
846,Mepolizumab for treating severe hypereosinophilic syndrome (terminated appraisal),mepolizumab,29 November 2022,,https://www.nice.org.uk/guidance/ta846,https://www.nice.org.uk/guidance/ta846/resources/mepolizumab-for-treating-severe-hypereosinophilic-syndrome-terminated-appraisal-pdf-82613495112901
847,Mepolizumab for treating severe chronic rhinosinusitis with nasal polyps (terminated appraisal),mepolizumab,29 November 2022,,https://www.nice.org.uk/guidance/ta847,https://www.nice.org.uk/guidance/ta847/resources/mepolizumab-for-treating-severe-chronic-rhinosinusitis-with-nasal-polyps-terminated-appraisal-pdf-82613496792517
848,Cemiplimab for untreated PD-L1-positive advanced or metastatic non-small-cell lung cancer (terminated appraisal),cemiplimab,01 December 2022,,https://www.nice.org.uk/guidance/ta848,https://www.nice.org.uk/guidance/ta848/resources/cemiplimab-for-untreated-pdl1positive-advanced-or-metastatic-nonsmallcell-lung-cancer-terminated-appraisal-pdf-82613498472133
849,Cabozantinib for previously treated advanced hepatocellular carcinoma,cabozantinib,14 December 2022,,https://www.nice.org.uk/guidance/ta849,https://www.nice.org.uk/guidance/ta849/resources/cabozantinib-for-previously-treated-advanced-hepatocellular-carcinoma-pdf-82613500151749
850,Amivantamab for treating EGFR exon 20 insertion mutation-positive advanced non-small-cell lung cancer after platinum-based chemotherapy,amivantamab,14 December 2022,,https://www.nice.org.uk/guidance/ta850,https://www.nice.org.uk/guidance/ta850/resources/amivantamab-for-treating-egfr-exon-20-insertion-mutationpositive-advanced-nonsmallcell-lung-cancer-after-platinumbased-chemotherapy-pdf-82613545501381
851,Pembrolizumab for neoadjuvant and adjuvant treatment of triple-negative early or locally advanced breast cancer,pembrolizumab,14 December 2022,,https://www.nice.org.uk/guidance/ta851,https://www.nice.org.uk/guidance/ta851/resources/pembrolizumab-for-neoadjuvant-and-adjuvant-treatment-of-triplenegative-early-or-locally-advanced-breast-cancer-pdf-82613547180997
852,Trifluridine–tipiracil for treating metastatic gastric cancer or gastro-oesophageal junction adenocarcinoma after 2 or more treatments,trifluridine–tipiracil,14 December 2022,,https://www.nice.org.uk/guidance/ta852,https://www.nice.org.uk/guidance/ta852/resources/trifluridinetipiracil-for-treating-metastatic-gastric-cancer-or-gastrooesophageal-junction-adenocarcinoma-after-2-or-more-treatments-pdf-82613548860613
853,Avatrombopag for treating primary chronic immune thrombocytopenia,avatrombopag,15 December 2022,,https://www.nice.org.uk/guidance/ta853,https://www.nice.org.uk/guidance/ta853/resources/avatrombopag-for-treating-primary-chronic-immune-thrombocytopenia-pdf-82613550540229
854,Esketamine nasal spray for treatment-resistant depression,esketamine nasal spray,14 December 2022,,https://www.nice.org.uk/guidance/ta854,https://www.nice.org.uk/guidance/ta854/resources/esketamine-nasal-spray-for-treatmentresistant-depression-pdf-82613552219845
855,Mobocertinib for treating EGFR exon 20 insertion mutation-positive advanced non-small-cell lung cancer after platinum-based chemotherapy,mobocertinib,04 January 2023,,https://www.nice.org.uk/guidance/ta855,https://www.nice.org.uk/guidance/ta855/resources/ta855.pdf
856,Upadacitinib for treating moderately to severely active ulcerative colitis,upadacitinib,04 January 2023,,https://www.nice.org.uk/guidance/ta856,https://www.nice.org.uk/guidance/ta856/resources/upadacitinib-for-treating-moderately-to-severely-active-ulcerative-colitis-pdf-82613555579077
857,"Nivolumab with platinum- and fluoropyrimidine-based chemotherapy for untreated HER2-negative advanced gastric, gastro-oesophageal junction or oesophageal adenocarcinoma",nivolumab with platinum-,11 January 2023,,https://www.nice.org.uk/guidance/ta857,https://www.nice.org.uk/guidance/ta857/resources/nivolumab-with-platinum-and-fluoropyrimidinebased-chemotherapy-for-untreated-her2negative-advanced-gastric-gastrooesophageal-junction-or-oesophageal-adenocarcinoma-pdf-82613557258693
858,Lenvatinib with pembrolizumab for untreated advanced renal cell carcinoma,lenvatinib with pembrolizumab,11 January 2023,,https://www.nice.org.uk/guidance/ta858,https://www.nice.org.uk/guidance/ta858/resources/lenvatinib-with-pembrolizumab-for-untreated-advanced-renal-cell-carcinoma-pdf-82613558938309
859,Angiotensin II for treating vasosuppressor-resistant hypotension caused by septic or distributive shock (terminated appraisal),angiotensin ii,16 January 2023,,https://www.nice.org.uk/guidance/ta859,https://www.nice.org.uk/guidance/ta859/resources/angiotensin-ii-for-treating-vasosuppressorresistant-hypotension-caused-by-septic-or-distributive-shock-terminated-appraisal-pdf-82613560617925
860,Maribavir for treating refractory cytomegalovirus infection after transplant,maribavir,18 January 2023,,https://www.nice.org.uk/guidance/ta860,https://www.nice.org.uk/guidance/ta860/resources/maribavir-for-treating-refractory-cytomegalovirus-infection-after-transplant-pdf-82613605967557
861,Upadacitinib for treating active non-radiographic axial spondyloarthritis,upadacitinib,01 February 2023,,https://www.nice.org.uk/guidance/ta861,https://www.nice.org.uk/guidance/ta861/resources/upadacitinib-for-treating-active-nonradiographic-axial-spondyloarthritis-pdf-82613607647173
862,Trastuzumab deruxtecan for treating HER2-positive unresectable or metastatic breast cancer after 1 or more anti-HER2 treatments,trastuzumab deruxtecan,01 February 2023,,https://www.nice.org.uk/guidance/ta862,https://www.nice.org.uk/guidance/ta862/resources/trastuzumab-deruxtecan-for-treating-her2positive-unresectable-or-metastatic-breast-cancer-after-1-or-more-antiher2-treatments-pdf-82613609326789
863,Somatrogon for treating growth disturbance in children and young people aged 3 years and over,somatrogon,01 February 2023,,https://www.nice.org.uk/guidance/ta863,https://www.nice.org.uk/guidance/ta863/resources/somatrogon-for-treating-growth-disturbance-in-children-and-young-people-aged-3-years-and-over-pdf-82613611006405
864,Nintedanib for treating idiopathic pulmonary fibrosis when forced vital capacity is above 80% predicted,nintedanib,01 February 2023,Recommended,https://www.nice.org.uk/guidance/ta864,https://www.nice.org.uk/guidance/ta864/resources/nintedanib-for-treating-idiopathic-pulmonary-fibrosis-when-forced-vital-capacity-is-above-80-predicted-pdf-82613612686021
865,"Nivolumab with fluoropyrimidine- and platinum-based chemotherapy for untreated unresectable advanced, recurrent, or metastatic oesophageal squamous cell carcinoma",nivolumab with fluoropyrimidine-,08 February 2023,,https://www.nice.org.uk/guidance/ta865,https://www.nice.org.uk/guidance/ta865/resources/nivolumab-with-fluoropyrimidine-and-platinumbased-chemotherapy-for-untreated-unresectable-advanced-recurrent-or-metastatic-oesophageal-squamous-cell-carcinoma-pdf-82613614365637
866,Regorafenib for previously treated metastatic colorectal cancer,regorafenib,08 February 2023,,https://www.nice.org.uk/guidance/ta866,https://www.nice.org.uk/guidance/ta866/resources/regorafenib-for-previously-treated-metastatic-colorectal-cancer-pdf-82613616045253
867,Mitapivat for treating pyruvate kinase deficiency (terminated appraisal),mitapivat,16 February 2023,,https://www.nice.org.uk/guidance/ta867,https://www.nice.org.uk/guidance/ta867/resources/mitapivat-for-treating-pyruvate-kinase-deficiency-terminated-appraisal-pdf-82613617724869
868,Vutrisiran for treating hereditary transthyretin-related amyloidosis,vutrisiran,15 February 2023,,https://www.nice.org.uk/guidance/ta868,https://www.nice.org.uk/guidance/ta868/resources/vutrisiran-for-treating-hereditary-transthyretinrelated-amyloidosis-pdf-82613619404485
869,Teclistamab for treating relapsed or refractory multiple myeloma after 3 or more therapies (terminated appraisal),teclistamab,16 February 2023,,https://www.nice.org.uk/guidance/ta869,https://www.nice.org.uk/guidance/ta869/resources/ta869.pdf
870,Ixazomib with lenalidomide and dexamethasone for treating relapsed or refractory multiple myeloma,ixazomib with lenalidomide,22 February 2023,,https://www.nice.org.uk/guidance/ta870,https://www.nice.org.uk/guidance/ta870/resources/ixazomib-with-lenalidomide-and-dexamethasone-for-treating-relapsed-or-refractory-multiple-myeloma-pdf-82613666433733
871,Eptinezumab for preventing migraine,eptinezumab,01 March 2023,,https://www.nice.org.uk/guidance/ta871,https://www.nice.org.uk/guidance/ta871/resources/eptinezumab-for-preventing-migraine-pdf-82613668113349
872,Axicabtagene ciloleucel for treating diffuse large B-cell lymphoma and primary mediastinal large B-cell lymphoma after 2 or more systemic therapies,axicabtagene ciloleucel,28 February 2023,,https://www.nice.org.uk/guidance/ta872,https://www.nice.org.uk/guidance/ta872/resources/axicabtagene-ciloleucel-for-treating-diffuse-large-bcell-lymphoma-and-primary-mediastinal-large-bcell-lymphoma-after-2-or-more-systemic-therapies-pdf-82613669792965
873,Cannabidiol for treating seizures caused by tuberous sclerosis complex,cannabidiol,01 March 2023,,https://www.nice.org.uk/guidance/ta873,https://www.nice.org.uk/guidance/ta873/resources/cannabidiol-for-treating-seizures-caused-by-tuberous-sclerosis-complex-pdf-82613671472581
874,Polatuzumab vedotin in combination for untreated diffuse large B-cell lymphoma,polatuzumab vedotin in combination,01 March 2023,,https://www.nice.org.uk/guidance/ta874,https://www.nice.org.uk/guidance/ta874/resources/polatuzumab-vedotin-in-combination-for-untreated-diffuse-large-bcell-lymphoma-pdf-82613673152197
875,Semaglutide for managing overweight and obesity,semaglutide,08 March 2023,,https://www.nice.org.uk/guidance/ta875,https://www.nice.org.uk/guidance/ta875/resources/semaglutide-for-managing-overweight-and-obesity-pdf-82613674831813
876,Nivolumab with chemotherapy for neoadjuvant treatment of resectable non-small-cell lung cancer,nivolumab with chemotherapy,22 March 2023,,https://www.nice.org.uk/guidance/ta876,https://www.nice.org.uk/guidance/ta876/resources/nivolumab-with-chemotherapy-for-neoadjuvant-treatment-of-resectable-nonsmallcell-lung-cancer-pdf-82613676511429
877,Finerenone for treating chronic kidney disease in type 2 diabetes,finerenone,23 March 2023,,https://www.nice.org.uk/guidance/ta877,https://www.nice.org.uk/guidance/ta877/resources/finerenone-for-treating-chronic-kidney-disease-in-type-2-diabetes-pdf-82613678191045
878,Nirmatrelvir plus ritonavir and tocilizumab for treating COVID-19,nirmatrelvir plus ritonavir,29 March 2023,Recommended,https://www.nice.org.uk/guidance/ta878,https://www.nice.org.uk/guidance/ta878/resources/nirmatrelvir-plus-ritonavir-and-tocilizumab-for-treating-covid19-pdf-82613679870661
879,Trastuzumab deruxtecan for treating HER2-positive unresectable or metastatic gastric or gastro-oesophageal junction cancer after anti-HER2 treatment (terminated appraisal),trastuzumab deruxtecan,06 April 2023,,https://www.nice.org.uk/guidance/ta879,https://www.nice.org.uk/guidance/ta879/resources/trastuzumab-deruxtecan-for-treating-her2positive-unresectable-or-metastatic-gastric-or-gastrooesophageal-junction-cancer-after-antiher2-treatment-terminated-appraisal-pdf-82613681550277
880,Tezepelumab for treating severe asthma,tezepelumab,20 April 2023,,https://www.nice.org.uk/guidance/ta880,https://www.nice.org.uk/guidance/ta880/resources/tezepelumab-for-treating-severe-asthma-pdf-82613726899909
881,Ripretinib for treating advanced gastrointestinal stromal tumour after 3 or more treatments,ripretinib,03 May 2023,,https://www.nice.org.uk/guidance/ta881,https://www.nice.org.uk/guidance/ta881/resources/ta881.pdf
882,Voclosporin with mycophenolate mofetil for treating lupus nephritis,voclosporin with mycophenolate mofetil,03 May 2023,,https://www.nice.org.uk/guidance/ta882,https://www.nice.org.uk/guidance/ta882/resources/voclosporin-with-mycophenolate-mofetil-for-treating-lupus-nephritis-pdf-82613730259141
